Unnamed: 0,Komponente,Label
53.0,Einer der Grundwerte der Jusos ist der Antifaschismus.,Prämisse
54.0,"Mehrheit nicht um Parteipolitik, sondern um die Wehrhaftigkeit der Demokratie und gegen Faschismus und Rassismus.",Prämisse
55.0,Die Radikalisierung der AfD schreitet weiter voran.,Prämisse
56.0,"s ist nicht mehr zu übersehen, was aus Bequemlichkeit gerne übersehen wird. Unsere Demokratie ist massiv und ganz konkret gefährdet. Ein breites Spektrum aus Zivilgesellschaft und Politik ist notwendig, um Umsturz- und Deportationsplänen energisch entgegenzutreten. 
",Prämisse
57.0,"Menschen- und demokratiefeindliche, rassistische und diskriminierende Positionen tolerieren wir in keiner Form",Prämisse
58.0,"Noch immer leiden Sinti und Roma unter Diskriminierung und Antiziganismus, werden ausgegrenzt.",Prämisse
59.0,Brandsätze auf Synagogen sind Brandsätze mitten ins Herz unserer Stadt.,Prämisse
60.0,"Für Menschlichkeit, gegen Hass und Rassismus: Zivilgesellschaftliche Bündnisse, demokratische Parteien und Gewerkschaften organisieren derzeit in ganz Deutschland Demonstrationen und Kundgebungen gegen rechte und menschenverachtende politische Positionen.
",Prämisse
61.0,weil sie eine autokratische Grundhaltung zeigt und sich als einzige ?bürgerliche? #Partei in #Deutschland darstellt.,Prämisse
62.0,"Es ist höchste Zeit, dass die Zivilgesellschaft für Demokratie einsteht.
",Prämisse
63.0,"""Damit eine Protestbewegung Erfolg hat, muss nicht die ganze Bevölkerung  auf die Straße gehen. 3,5 Prozent gilt als magische Zahl ? dann muss die  Regierung reagieren "" ",Prämisse
64.0,Jüdische Menschen sind auch rund 80 Jahre nach der Shoa Zielscheibe unerbittlichen und unversöhnlichen Hasses.,Prämisse
65.0,Die nach einem Geheimtreffen in Potsdam öffentlich gewordenen Gedanken der AfD einer Massen-Ausweisung von Menschen mit Migrationshintergrund haben die Bevölkerung aufgerüttelt. ,Prämisse
66.0,Nein zur AfD,Prämisse
67.0,Jüngster Auslöser für viele Bürger*Innen  jetzt Flagge zu zeigen war ein kürzlich öffentlich gewordenes Geheimtreffen Rechtsextremer in Potsdam Ende 2023.,Prämisse
68.0,"In seiner Rede auf dem Dernschen Gelände betonte Sascha Schmidt (Sprecher des Bündnisses), dass es in der demokratischen Mehrheitsgesellschaft nun darauf ankomme, dass trotz der notwendigen und bestehenden politischen Differenzen Einigkeit darin bestehen müsse, gemeinsam die Brandmauer gegen die Feinde der pluralen Gesellschaft aufrecht zu erhalten.",Prämisse
69.0,"In Gedenken an die Reichspogromnacht vom 9. November 1938 und die NS-Gräueltaten spielen wir die Titelmelodie aus ""Schindlers Liste"".",Prämisse
70.0,"Hier ist eindeutig eine rote Linie überschritten worden, daher habe ich Herrn Fischer und RTL Sport angezeigt.
",Prämisse
71.0,	Vor dem Hintergrund des Nahostkonflikts und des zunehmenden #Antisemitismus,Prämisse
72.0,"Vor der Frauenkirche am Neumarkt versammeln sich erneut wenige hundert Geschichtsvergessene, um ihren grenzenlosen Hass gegen die Schwächsten unserer Gesellschaft zu entladen.",Prämisse
73.0,"Als ich den Landesverband der Jüdischen Gemeinde von Niedersachsen informierte, war die erste Redaktion: ?Das wird bei der Polizei zur Anzeige gebracht.?",Prämisse
74.0,"Demokratie kein Naturgesetz ist, sie lebt aus jedem einzelnen Bürger heraus und erfordert Engagement, Dialog und Respekt.",Prämisse
75.0,"Die Veranstaltung am Samstag findet als Reaktion auf das Bekanntwerden des Treffens von AfD-Politikern, Rechtsextremisten und Unternehmern Ende November in Potsdam statt.",Prämisse
76.0,Das Bündnis gegen Rechts und das Bündnis Solidarisches Magdeburg protestieren gegen die Vermietung des AMO-Kulturhauses an die AfD Sachsen-Anhalt für ihren Landesparteitag am 3. März,Prämisse
77.0,"Ja, Demonstrationen und Diskussionen sind wichtig, aber am Ende zählt, was wir tun, wie wir aktiv an unserer Demokratie teilhaben.
",Prämisse
78.0,"Rassismus ist keine Meinung, sondern ein Verbrechen!
",Prämisse
79.0,"Fridays for Future Füssen/Pfronten um ihre Hauptorganisatorin Michelle Derbach rufen alle Bürgerinnen und Bürger der Stadt Füssen und Umgebung dazu auf, ein klares Zeichen für die Verteidigung unserer demokratischen Grundwerte und sich gegen den Rechtsextremismus in der AfD zu erheben",Prämisse
80.0,"Wir wollen damit zum Ausdruck bringen, dass wir uns gegen Rassismus,",Prämisse
81.0,"Wir befinden uns in einer Zeit, in der die einst als gesetzt geltenden freiheitlichen Grundwerte ernsthaft durch antidemokratische Kräfte bedroht sind",Prämisse
82.0,"Die Politik sollte mal die Sichtweise
umdrehen und sich fragen: Wie können wir Leute, die Freiheit und Demokratie wollen, besser schützen?""
",Prämisse
83.0,"Die AfD und ihre menschenverachtenden Haltungen sind kein Teil unserer Demokratie!
",Prämisse
84.0,"Dem Rechtsruck widersetzen - Solidarität statt  Ausgrenzung
",Prämisse
85.0,Seit dem terroristischen Angriff der Hamas auf Israel erschüttert eine Welle des Antisemitismus Deutschland.,Prämisse
86.0,"Demokratie lebt von verschiedenen Meinungen, vom Diskurs über die richtigen Antworten und von der Kompromissbereitschaft.
",Prämisse
87.0,"Es ist höchste Zeit, dass die Zivilgesellschaft für Demokratie einsteht.
",Prämisse
88.0,"Antifaschismus muss man selber machen!
",Prämisse
89.0,"Indem weite Teile der Öffentlichkeit die AfD unter Verweis auf vermeintlich gemäßigte Kräfte jahrelang verharmlost haben, wurde es der Partei leicht gemacht, weit in den öffentlichen Raum vorzudringen.",Prämisse
90.0,"Wir haben gerade in Österreich eine historische Verantwortung, hinzuschauen, zu handeln, konsequent zu sein.",Prämisse
91.0,Es darf nie wieder eine Abwertung von Leben aufgrund eines völkisch-nationalistischen Weltbildes oder anderer Ideologien geben.,Prämisse
92.0,Nie war Protest gegen Rechts so wichtig wie heute,Prämisse
93.0,"Viele Menschen sind entsetzt über die geheimen Deportationspläne, die von rechtsextremen Netzwerken gesponnen werden und auch in Österreich Unterstützung finden.",Prämisse
94.0,"""Am 16. 02. ein ganz starkes großes Zeichen gegen Rechts, gegen die faschistoide Politik,",Prämisse
95.0,und Abwertung das soziale Miteinander und das gesellschaftliche Klima in unserem Land negativ beeinflussen. ,Prämisse
96.0,"Wer sich noch irgendwelche Illusionen über die Ampel gemacht hat, sollte schleunigst seinen Irrtum erkennen. Bevor es zu spät ist.",Prämisse
97.0,"Ausgelöst von den Ent­hül­lun­gen des Me­di­en­hau­ses Cor­rec­ti...
",Prämisse
98.0,"???Die Veröffentlichung der CORRECTIV Recherchen zu einem Geheimtreffen von AfD- und CDU-Politikern der ?Werteunion? sowie weiteren Rechtsextremen haben zu einer bundesweiten Protestbewegung gegen die extreme Rechte geführt.
",Prämisse
99.0,"Wie derzeit in der ganzen Bundesrepublik wollen auch wir gemeinsam mit einem breiten Bündnis aus allen demokratischen Parteien, Gewerkschaften, Vereinen und Verbänden, Kirchen und Moscheen ein deutliches Signal an all jene senden, die uns immer weiter auseinander treiben und gegeneinander aufhetzen wollen. Wir stehen zusammen und zeigen all jenen die rote Karte die unsere freiheitlich-demokratische Lebensweise zerstören wollen! Lasst uns am Samstag, den 3. Februar ab 11 Uhr auf dem Prinzenplatz gemeinsam zeigen, dass wir mehr sind und bereit sind für das was uns verbindet zu kämpfen!",Prämisse
100.0,"	85 Jahre ist die Reichspogromnacht her ? und es ist wichtiger denn je, heute der unzähligen Opfer der Novemberpogrome und des antisemitischen Terrorregimes der Nationalsozialisten zu gedenken.",Prämisse
101.0, Die Normalisierung des Faschismus ist mittlerweile weit in bürgerliche Kreise vorgedrungen. ,Prämisse
102.0,"Aber auch wenn man nicht auf Demos gehen kann (dafür gibt?s ja valide Gründe, Menschenmassen sind für mich auch keine einfache Sache), kann man etwas tun.",Prämisse
103.0,"In der Woche DANACH kam dann raus, dass die AfD kommenden Dienstag einen Bürgerdialog im renommierten Palais Hirsch abhalten würde.
",Prämisse
104.0," Denn wir haben keinen Bock auf Hass und Hetze, auf Diskriminierung und auf Demokratiefeindlichkeit. Schlicht: Kein Bock auf Rassist*innen.",Prämisse
105.0,Unsere Stadt darf nicht den Nazis gehören!,Prämisse
106.0,"Die AfD ist eine Gefahr für unsere demokratische Gesellschaft, sie ist eine Gefahr für uns alle!
",Prämisse
107.0,Zuvor hatten Polizeibeamte ihn in einer Polizeizelle an Händen und Füßen fixiert und körperlich misshandelt. ,Prämisse
108.0,"Warum Narzissen? Die gelben, sternförmigen Osterglocken können die Davidsterne symbolisieren, die Juden während der NS-Zeit tragen mussten.",Prämisse
109.0,Der Vorsitzende Richter Gerald Buck warf der AfD in der Begründung Rechtsmissbrauch vor.,Prämisse
110.0,"In der heutigen sehr herausfordernden Zeit ist es verständlich, wenn Menschen Ängste um ihre Zukunft haben und verunsichert sind.",Prämisse
111.0,"Nur gemeinsam können wir eine starke und offene Gesellschaft bewahren.
",Prämisse
112.0,"Der DGB und seine Mitgliedsgewerkschaften stehen für die Interessen der Arbeitnehmer*innen, für Demokratie und Freiheit - ganz anders als die AfD.",Prämisse
113.0,Gab es da nicht einen Unvereinbarkeitsbeschluss deiner AfD mit der Identitären Bewegung (IB)?,Prämisse
114.0,"Wir lassen uns die Demokratie nicht nehmen!
",Prämisse
115.0,Wir müssen etwas gegen die Normalisierung des Rechtsrucks in unserer Gesellschaft tun!,Prämisse
116.0,"Menschenrechte sind nicht nur Worte, sondern diese müssen täglich mit Leben und Inhalt gefüllt werden.",Prämisse
117.0,"Das Buch erzählt die wahre Geschichte des Holocaust-Überlebenden Albrecht Weinberg, geschrieben von Nicolas Büchse in Zusammenarbeit mit Albrecht Weinberg.
",Prämisse
118.0,"Während der AFD Veranstaltung am 12.12.2023 in Gera spricht Höcke bereits von den ""Deportationsplänen"" der AFD, sowie davon, die deutsche Staatsbürgerschaft abzuerkennen. Es ist die Rede davon aus ""ökologischen"" Gründen die Bevölkerungsdiche um bis zu 30 % zu reduzieren! Außerdem hatte Höcke bei dieser Veranstaltung   sein Publikum eine Nazi-Parole rufen lassen, für deren Verwendung er sich bereits vor Gericht verantworten muss. Die Besucher der AfD-Veranstaltung in Gera riefen auf Höckes Geste hin im Chor: ?Alles für Deutschland?",Prämisse
119.0,"Unser Tourismus ist ohne #Weltoffenheit, #Toleranz und #Freiheit nicht vorstellbar. Für uns ist er Brücke zwischen unterschiedlichen Kulturen, die das Verständnis füreinander fördert.",Prämisse
120.0,"Die AfD möchte unser Zusammenleben nachhaltig zerstören und maßgeblich Einfluss darauf nehmen, wo wir leben, wen wir unsere Freunde nennen und wie wir leben! 
",Prämisse
121.0,"Diskriminierung und auf Demokratiefeindlichkeit. Schlicht: Kein Bock auf Rassist*innen.
 
Deshalb rufen wir ab sofort alle Personen, die unsere Werte von Freiheit und Demokratie nicht teilen, dazu auf, bei uns zu kündigen.",Prämisse
122.0,"Rechtsextremismus und Antisemitismus stellen und uns mit den vielen Menschen, die deutschlandweit dafür auf die Straße gehen, solidarisieren.",Prämisse
123.0,"wenden wir uns gegen jeden Extremismus, gleich welcher Form und Herkunft",Prämisse
124.0,"Seine öffentlichen Äußerungen wurden im Verfassungsschutzbericht von 2019 als ethnisch nationalistisch, islamophob, xenophob und verfassungswidrig eingestuft.",Prämisse
125.0,"Dem Rechtsruck widersetzen - Solidarität statt  Ausgrenzung
",Prämisse
126.0,Berlin mit seinem vielfältigen jüdischen Leben darf nicht zu einem Angstraum für Jüdinnen und Juden werden.,Prämisse
127.0,"Und damit einhergehen muss - auch von jedem Menschen - endlich eine gesamtgesellschaftliche, ultimative Absage an Hass, Hetze und Ausgrenzung. 
",Prämisse
128.0,Anmeldende und Teilnehmende werden bedroht oder verhöhnt und selbst bürgerliche Kräfte wollen häufig nicht mitmachen.,Prämisse
129.0,"Wir werden unsere Demokratie und Freiheit gegen ihre Feind*innen in der AfD und gegen alle anderen extrem rechten Kräfte verteidigen! ?
",Prämisse
130.0,Die Demokratie ist ein hohes Gut.,Prämisse
131.0,"Es ist an der Zeit, dass wir als Demokraten laut werden, auf die Straße gehen und auch sonst überall zeigen, dass die Mehrheit der Gesellschaft für Toleranz, Vielfalt und Demokratie steht.",Prämisse
132.0,verschärft werden,Prämisse
133.0,die Welt um uns herum ist unsicherer geworden.,Prämisse
134.0,"Die Correktiv-Reportage zu einem Geheimtreffen in Potsdam unterstreicht die Ernsthaftigkeit, mit der die AfD als parlamentarischer Arm der extremen Rechten Vorbereitungen vorantreibt, um bei einer erhofften ?Machtergreifung?",Prämisse
135.0, Eine rechtsextreme Partei droht stärkste Kraft bei den kommenden Wahlen in Thüringen zu werden.,Prämisse
136.0,"Es wird beobachtet, beobachtet und eingestuft, was wir alle bereits wissen: Die AfD ist gesichert rechtsextrem. Es zeigt sich einmal mehr: Antifaschismus muss man selber machen!
",Prämisse
137.0,"Umsturzphantasien und rechtsextremistisches Gedankengut bedrohen unsere Demokratie, unser aller Freiheit.
",Prämisse
138.0,"Diese Zahlen will die Ampel-Regierung möglichst vertuschen: 492.390 Migranten, die sich hier nicht aufhalten dürften, leben in Deutschland. Weitere 193.972 Personen werden wegen einer Duldung nicht abgeschoben, weil beispielsweise Papiere fehlen.",Prämisse
139.0,"Allerorten gehen Menschen auf die Straße, um Flagge zu zeigen für Mitmenschlichkeit und Demokratie",Prämisse
140.0,Kaum etwas polarisiert derzeit so stark wie der Nahostkonflikt.,Prämisse
141.0,In vielen Städten finden derzeit Kundgebungen gegen Rechtsextremismus und Fremdenfeindlichkeit statt.,Prämisse
142.0,???: NIE WIEDER IST JETZT - WIR SIND MEHR,Prämisse
143.0,Gegen Rechts zu sein ist für uns ein demokratisches Grundprinzip.,Prämisse
144.0,"All das gefährden die Feinde der Demokratie. 
",Prämisse
145.0,"Macht mit und macht euch stark für ein solidarisches Miteinander in einer vielfältigen, offenen und toleranten Gesellschaft!",Prämisse
146.0,"Wir sind dankbar, dass wir so wunderbare Menschen von verschiedenen Erdteilen in unserer Mitte haben und wollen sie unserer Solidarität versichern und ihnen sagen, dass das, was wir sind, wir auch durch sie und mit ihnen geworden sind.
",Prämisse
147.0,"Seit Oktober 2023 ist Antisemitismus ein offen diskutiertes Problem in Deutschland. Der Nährboden dafür existiert schon viel länger.
",Prämisse
148.0,"Das Treffen dürfte deswegen auch ein klarer Fall für den Verfassungsschutz sein,",Prämisse
149.0,"Der DGB und seine Mitgliedsgewerkschaften stehen für die Interessen der Arbeitnehmer*innen, für Demokratie und Freiheit - ganz anders als die AfD.",Prämisse
150.0,"Der DGB und seine Mitgliedsgewerkschaften stehen für die Interessen der Arbeitnehmer*innen, für Demokratie und Freiheit",Prämisse
151.0,"Der ?Runde Tisch Frieden"" setzt mit dem ?Chorweiler Abend-Frieden"" und dieser Erklärung ein gemeinsames Zeichen für ein friedliches, soziales und menschenwürdiges Zusammenleben aller Menschen auf",Prämisse
152.0,Hoffnung: Am 9.11.1918 ruft Philipp Scheidemann die erste deutsche Republik aus. Aus einer Monarchie wird erstmals eine parlamentarische #Demokratie.,Prämisse
153.0," Als Mensch, Bürger, Vater und auch Landrat. Wenn das falsch sein soll, ist etwas anderes in Schieflage. Und ich werde immer für diese Werte eintreten. Weil ich eben nicht in einem Land aufwachen will, das uns allen nicht mehr gefällt. Und ich will mich nicht irgendwann das fragen, was sich meine Großeltern fragten. Damals, nachdem Hass die halbe Welt in Trümmer gelegt hatte: Warum haben wir es nicht gesehen? Warum haben wir das mitgemacht? Nein. Ich fühle mich verpflichtet denen Mut zu machen, die jetzt raus gehen",Prämisse
154.0,"Wir sind hier! Egal, wie wir heißen oder wo wir geboren sind: Wir sind vollwertiger Teil dieser Gesellschaft!",Prämisse
155.0,"Sie nutzt ihre parlamentarischen Rechte um ihre Kampfbegriffe, Konzepte und menschenfeindlichen Politikangebote auch angesichts der bundesweiten Proteste offen zur Schau zu tragen. 

??? Wir sagen Nein zu ihrer Hetze und Nein zur Normalisierung faschistischer Politik!
",Prämisse
156.0,"Wie derzeit in der ganzen Bundesrepublik wollen auch wir gemeinsam mit einem breiten Bündnis aus allen demokratischen Parteien, Gewerkschaften, Vereinen und Verbänden, Kirchen und Moscheen ein deutliches Signal an all jene senden, die uns immer weiter auseinander treiben und gegeneinander aufhetzen wollen",Prämisse
157.0,Die deutsche Erinnerungskultur wurde von unten hart erkämpft ? oftmals auch direkt von Betroffenen.,Prämisse
158.0,"Redner*innen verschiedenster Institutionen haben deutlich gemacht, dass Nie wieder! jetzt ist und wir alle jetzt gemeinsam unsere #Demokratie gegen diese Bedrohung verteidigen müssen.",Prämisse
159.0,"Der soll sich nach Correctiv-Erkenntnissen im Landhaus Adlon mit seinem erfolgreichen Kampf gegen die Antifa gebrüstet und behauptet haben, der Betreiber des reichweitenstarken Kanals ?Dokumentation Linksextremismus"" auf der Plattform X zu sein",Prämisse
160.0,"Als wir den Friedhof betraten, fiel gleich auf, dass eine zerschlagene Bierflasche auf einem Grabstein lag. Zwei Grabsteine waren ? mit vermutlich erheblicher Kraftanstrengung ? von ihren Fundamenten gerissen worden. Ein weiterer Grabstein wurde in ",Prämisse
161.0,???Die Veröffentlichung der CORRECTIV Recherchen zu einem Geheimtreffen von AfD- und CDU-Politikern der ?Werteunion? sowie weiteren Rechtsextremen haben zu einer bundesweiten Protestbewegung gegen die extreme Rechte geführt.,Prämisse
162.0,"Neben dem Gedenken an die Getöteten des Bombenangriffs sowie den tausenden Menschen, die der faschistischen Nazi-Diktatur zum Opfer fielen, müssen wir in Pforzheim rund um den 23. Februar gegen das Erstarken der Rechtsextremisten und für unsere Demokratie einstehen.
",Prämisse
163.0,"Die investigative Redaktion von CORRECTIV veröffentlichte am 10. Januar eine Recherche rund um ein Treffen von AfD-Politikern, Neonazis und finanzstarken Unternehmern. 
 
Diese planten im November 2023 in einem Hotel in Potsdam nichts Geringeres als die Vertreibung von Millionen Menschen mit Migrationshintergrund aus Deutschland. ",Prämisse
164.0,"Denn wir haben keinen Bock auf Hass und Hetze, auf ",Prämisse
165.0,"Die Redebeiträge machten deutlich: egal welcher demokratischen Partei oder kirchlichem Umfeld oder ?Omas gegen Rechts? man sich zugehörig fühlt, auf die Straße geht man/frau als Mitglied einer starken Zivilgesellschaft mit der klaren Botschaft",Prämisse
166.0,"Wenn Friedenstauben von Rechtsextremisten gekapert werden, ist es für die Zivilbevölkerung Zeit aufzustehen?",Prämisse
167.0,"Ab und zu ist leider die Zeit für Reproduktion von rechtsextremen, menschenverachtenden Inhalten.",Prämisse
168.0,"Rassismus vergiftet unsere Gesellschaft, hindert uns daran zu wachsen und uns weiterzuentwickeln.",Prämisse
169.0,Seit Wochen halten die Proteste gegen rechts und die AfD an.,Prämisse
170.0, Es geht der ,Prämisse
171.0,"Die rechtsextreme Partei positioniert sich immer wieder gegen Arbeitnehmer*innenrechte, soziale Sicherheit oder eine gerechte Steuerpolitik und sie hetzt gegen Geflüchtete, Erwerbslose und alle, die nicht in ihr völkisch-nationalistisches Weltbild passen",Prämisse
172.0,"Damit dieses Verbrechen niemals in Vergessenheit gerät oder verharmlost oder gar geleugnet werden kann, wird jedes Jahr am Tag der Befreiung des Vernichtungslagers Auschwitz-Birkenau, am 27. Januar, der Opfer des Nazi-Terrors mit dem Holocaust-Gedenktag gedacht.
",Prämisse
173.0,"Das werden wir niemals mehr zulassen und stehen deshalb zusammen mit so vielen Freunden, Nachbarn, Arbeitskollegen, Unternehmern, Politik, Wissenschaft, Kultur, Sport, mit Menschen aus allen Ecken der Stadt, Jung & Alt, erst kurz in der Stadt oder Alteingesessene, einfach alle",Prämisse
174.0,"Haben die sich schon mal das Wahlprogramm der AfD angeschaut? Diese Partei ist zutiefst Arbeitnehmerfeindlich, sie will die Gewerkschaften verbieten und nicht nur Menschen mit Migrationshintergrund, sondern auch die Schwachen aus unserer Gesellschaft ausschließen.",Prämisse
175.0,Der Kreis Borken zeigt klare Kante gegen Rechtsextremismus und Menschenverachtung.,Prämisse
176.0,"Wir dürfen kein zweites Mal warten, bis der Zug abgefahren ist, weil wir wissen, wohin die Züge damals fuhren!
",Prämisse
177.0,"Deshalb ist die Erinnerung an den 9. November 1938 so wichtig. Im Bewusstsein unserer historischen Verantwortung sagen wir mit den Worten Robert Habecks: ?Antisemitismus ist in keiner Gestalt zu tolerieren, in keiner.?",Prämisse
178.0,"Seit der Nahostkonflikt infolge des Terrorangriffs auf Israel eskaliert, wird jüdisches Leben so bedroht wie lange nich",Prämisse
179.0,"JETZT ist die Zeit, um gemeinsam und in aller friedlichen Deutlichkeit gegen rechtes und menschenverachtendes Gedankengut, gegen Hass und Hetze aufzustehen. ",Prämisse
180.0,Wir befinden uns gerade in den 20er Jahren und eine rechtsextreme Partei steht im aktuellen Wahltrend bei über 22% in der Republik? ,Prämisse
181.0," Rechte Aktivist*innen und Politiker*innen der AfD, der Identitären Bewegung und der extremen Rechten trauen sich immer häufiger das laut zu sagen, was sie längst in ihren geheimen Chats und Treffen planen und vorbereiten:
",Prämisse
